sentence,linear_amr,graph_amr,is_valid,ground_truth,smatch_score
nỗi oan chưa được giải nên cháu cũng phải sống trong sự ngờ vực của bạn bè .,(o /oán:domain(n /nỗi):modality(c /chưa):theme-of(g /giải:polarity -:agent(ch1)):cause(s /sống:pivot(c2 /cháu):location(s1 /sự:prep(t /trong):mod(k /khoẻ_vực:poss(b1 /bạn_bè))))),"    (o / oán
    :domain
    (n / nỗi
    )
    :modality
    (c / chưa
    )
    :theme-of
        (g / giải
        :polarity -
        :agent
        (c / ch1
        )
    )
    :cause
        (s / sống
        :pivot
        (c2 / cháu
        )
        :location
            (s1 / sự
            :prep
            (t / trong
            )
            :mod
                (k / khoẻ_vực
                :poss
                (b1 / bạn_bè
                )
            )
        )
    )
)",True,"(wz1 / obligate-01
:reason(g / giải
:patient(n / nỗi
:compound(o / oan))
:modality +
:polarity -)
:topic(s / sống
:agent(c1 / cháu)
:setting(s1 / sự
:compound(n2 / ngờ vực)
:poss(b / bạn bè)))
:mod(wz4 / also))",0.0
"chị Xoan vừa đi nhặt ve chai , giấy vụn trở về đang cùng chồng và đứa con gái ăn vội miếng cơm đạm bạc .",(đ1 /đi:agent(c /chị:mod(X /Xoan)):tense(v /vừa):compound(n /nhặt:theme(v1 /ve_chai):theme(g /giấy_vụn:trở_về(t /trùng:time(đ2 /đang):agent(c3 /cồng:modality(đ3 /đứa):mod(g1 /gái)))):purpose(ă /ăn_vội:topic(m /miếng:mod(c4 /cơm):mod(đ5 /đạm_bạc)):agent(chị))),(đ1 / đi:agent(c / chị:mod(X / Xoan)):tense(v / vừa):compound(n / nhặt:theme(v1 / ve_chai):theme(g / giấy_vụn:trở_về(t / trùng:time(đ2 / đang):agent(c3 / cồng:modality(đ3 / đứa):mod(g1 / gái)))):purpose(ă / ăn_vội:topic(m / miếng:mod(c4 / cơm):mod(đ5 / đạm_bạc)):agent(c / chị))),False,"(wz1 / and
:op1(t / trở
:setting(đ / đi
:purpose(n / nhặt
:theme(wz2 / and
:op1(v1 / ve chai)
:op2(g / giấy
:mod(v2 / vụn)))))
:compound(v3 / về)
:agent(wz3 / person
:wiki -
:name(wz5 / name
:op1(c / chị)
:op2(x / Xoan)))
:time(wz6 / just))
:op2(ă / ăn
:tense(đ1 / đang)
:manner(v5 / vội)
:patient(c4 / cơm
:classifier(m / miếng)
:mod(đ3 / đạm bạc))
:accompanier(wz7 / and
:op1(c2 / chồng)
:op2(c3 / con
:classifier(đ2 / đứa)
:compound(g1 / gái)))))",0.0
"cũng như số phận của vợ chồng anh Đại , những công nhân đứng ra tố cáo tiêu cực ở đường liên cảng a5 ngày xưa bây giờ phiêu bạt khắp nơi .",(t1 /tố_cáo:modality(c2 /cũng):theme(s /số_phận:poss(v /vợ_chồng:mod(wz3 /person:name(n4 /name:op1(a /anh):op2(Đ /Đại))))):agent(c3 /công_nhân:agent-of(đ1 /đứng_ra)):compound(l1 /làng):topic(t /tiêu_cực:location(đ2 /đường:mod(l2 /liên_cảng):mod(a1 /a5):time(b /before))):manner(p /phiêu_bạt:manner(k /khắp_nơi):time(now))),"    (t1 / tố_cáo
    :modality
    (c2 / cũng
    )
    :theme
        (s / số_phận
        :poss
            (v / vợ_chồng
            :mod
                (wz3 / person
                :name
                    (n4 / name
                    :op1
                    (a / anh
                    )
                    :op2
                    (Đ / Đại
                    )
                )
            )
        )
    )
    :agent
        (c3 / công_nhân
        :agent-of
        (đ1 / đứng_ra
        )
    )
    :compound
    (l1 / làng
    )
    :topic
        (t / tiêu_cực
        :location
            (đ2 / đường
            :mod
            (l2 / liên_cảng
            )
            :mod
            (a1 / a5
            )
            :time
            (b / before
            )
        )
    )
    :manner
        (p / phiêu_bạt
        :manner
        (k / khắp_nơi
        )
        :time
        (n / now
        )
    )
)",True,"(p / phiêu bạt
:compared-to(s / số phận
:poss(v / vợ chồng
:mod(wz1 / person
:name(wz2 / name
:op1(a / anh)
:op2(đ / Đại))
:wiki -)))
:agent(c2 / công nhân
:agent-of(t / tố cáo
:patient(t1 / tiêu cực
:location(đ2 / đường
:mod(l / liên
:compound(c3 / cảng))
:mod(a1 / a5)))
:time(wz4 / past)))
:location(k / khắp nơi)
:time(wz5 / now))",0.0
"rùi đồng bào bị lũ lụt , hỏa hoạn , người thương binh ấy cũng lặn lội đi vận động ...",(l2 /lặn_lội:time(b1 /bị:agent(đ /đồng_bào):theme(a /and:op1(l /lũ_lụt):op2(h /hỏa_hoạn):op3(n1 /người:mod(t /thương_binh):mod(ấ /ấy))):agent(n2 /nhân_thần)):compound(đ1 /đi):purpose(v /vận_động)),"    (l2 / lặn_lội
    :time
        (b1 / bị
        :agent
        (đ / đồng_bào
        )
        :theme
            (a / and
            :op1
            (l / lũ_lụt
            )
            :op2
            (h / hỏa_hoạn
            )
            :op3
                (n1 / người
                :mod
                (t / thương_binh
                )
                :mod
                (ấ / ấy
                )
            )
        )
        :agent
        (n2 / nhân_thần
        )
    )
    :compound
    (đ1 / đi
    )
    :purpose
    (v / vận_động
    )
)",True,"(đ1 / đi
:agent(n / người
:mod(t / thương binh)
:mod(ấ / ấy))
:manner(l1 / lặn lội)
:purpose(v / vận động
:patient(wz1 / suffer-01
:patient(đ / đồng bào)
:cause(wz2 / and
:op1(l / lũ lụt)
:op2(h / hỏa hoạn))))
:mod(wz3 / also))",0.0
tôi rất lấy làm lạ là vì sao tôi không cho phép mà ở dưới vẫn làm .,(l /lấy_làm:domain(t /tôi):degree(r /rất):compound(n /nghờ_nổi):cause(c1 /cho_phép:agent(t1 /tôi):mode -:beneficiary(ở /làm:location(d /dưới):agent(tôi)))),"    (l / lấy_làm
    :domain
    (t / tôi
    )
    :degree
    (r / rất
    )
    :compound
    (n / nghờ_nổi
    )
    :cause
        (c1 / cho_phép
        :agent
        (t1 / tôi
        )
        :mode -
        :beneficiary
            (ở / làm
            :location
            (d / dưới
            )
            :agent
            (t / tôi
            )
        )
    )
)",True,"(l2 / lạ
:pivot(t / tôi)
:degree(wz1 / very)
:cause(wz2 / contrast-01
:ARG1(c / cho
:compound(p / phép)
:agent t
:polarity -)
:ARG2(l4 / làm
:agent(d / dưới)
:mod(wz5 / still))))",0.0
ở đó có đến 13 con người chen chúc nhau sống trong đó .,(c /có:location(đ /đó):theme(c2 /con_người:agent-of(c3 /chen_chúc:compound(n /nhau)):agent-of(s /sống:location(t /trong:mod(đ1 /đó))):quant(13)),(c / có:location(đ / đó):theme(c2 / con_người:agent-of(c3 / chen_chúc:compound(n / nhau)):agent-of(s / sống:location(t / trong:mod(đ1 / đó))):quant(x / 13)),False,"(s / sống
:location(đ / đó)
:agent(c1 / con người
:quant(1 / 13))
:manner(c2 / chen chúc
:goal(n / nhau)))",0.0
wb giới thiệu mô hình xóa đói giảm nghèo của vn cho các nước đang phát triển .,(g /giới_thiệu:agent(w /world_bank):theme(m /mô_hình:mod(x /xóa_đói:compound(g1 /giảm_người)):poss(c2 /country:name(n3 /name:op1(v /vn)))):beneficiary(c4 /country:mod(đ /đang:compound(p /phát_triển)))),"    (g / giới_thiệu
    :agent
    (w / world_bank
    )
    :theme
        (m / mô_hình
        :mod
            (x / xóa_đói
            :compound
            (g1 / giảm_người
            )
        )
        :poss
            (c2 / country
            :name
                (n3 / name
                :op1
                (v / vn
                )
            )
        )
    )
    :beneficiary
        (c4 / country
        :mod
            (đ / đang
            :compound
            (p / phát_triển
            )
        )
    )
)",True,"(g / giới thiệu
:agent(w / wb)
:patient(m / mô hình
:purpose(x / xóa đói giảm nghèo)
:poss(wz1 / country
:wiki(wz2 / Việt Nam)
:name(wz3 / name
:op2(wz4 / Nam)
:op1(wz5 / Việt))))
:beneficiary-arg1(n / nước
:theme-of(p / phát triển
:tense(đ / đang))))",0.0
tôi đã chấp nhận cho trả lại tiền và lãi ngân hàng từ mấy năm nay .,(c /chấp_nhận:agent(t /tôi):tense(đ /đã):theme(t1 /trả:compound(l /lại):theme(t2 /tiền):theme(l1 /lãi:source(n /ngân_hàng)):time(wz3 /duration:quant(m /mấy_năm:mod(n1 /nay)))),(c / chấp_nhận:agent(t / tôi):tense(đ / đã):theme(t1 / trả:compound(l / lại):theme(t2 / tiền):theme(l1 / lãi:source(n / ngân_hàng)):time(wz3 / duration:quant(m / mấy_năm:mod(n1 / nay)))),False,"(c / chấp nhận
:agent(t / tôi)
:tense(đ / đã)
:patient(t1 / trả
:patient(wz1 / and
:op1(t2 / tiền)
:op2(l1 / lãi
:mod(n / ngân hàng))))
:time(wz2 / since
:op1(wz3 / year
:time(wz4 / now)
:quant(wz5 / several))))",0.0
tôi cũng có suy nghĩ như đồng chí .,(c1 /có:pivot(t /tôi):theme(s /suy_nghĩ:compared-to(đ /đồng_chí))),"    (c1 / có
    :pivot
    (t / tôi
    )
    :theme
        (s / suy_nghĩ
        :compared-to
        (đ / đồng_chí
        )
    )
)",True,"(c1 / có
:agent(t / tôi)
:theme(s / suy nghĩ
:compared-to(đ / đồng chí)
:degree(wz1 / equal))
:mod(wz2 / also))",0.0
"phú yên : cán bộ làm sai , dân lãnh đủ .",(l /làm:agent(c /cán_bộ):compound(s /sai):result(l1 /lãnh_đủ:pivot(d /dân))),"    (l / làm
    :agent
    (c / cán_bộ
    )
    :compound
    (s / sai
    )
    :result
        (l1 / lãnh_đủ
        :pivot
        (d / dân
        )
    )
)",True,"(l1 / lãnh
:reason(l / làm
:agent(c / cán bộ)
:manner(s / sai))
:patient(d / dân)
:manner(đ / đủ)
:location(wz1 / province
:name(wz2 / name
:op2(wz3 / Yên)
:op1(wz4 / Phú))
:wiki(wz5 / Phú Yên)))",0.0
chỉ còn vợ chồng anh cùng bốn người khác trong nhóm công nhân 20 người đó còn bám trụ lại ở Sài Gòn .,(b /bám_trụ:degree(c1 /chỉ):agent(v /vợ_chồng:agent-of(a /anh)):accompanier(n /người:mod(k /khác):quant(4):source(g /group:prep(t /trong):consist-of(c3 /công_nhân:quant(20):name(n2 /name:op2(wz5 /Sài_Giòn)))),(b / bám_trụ:degree(c1 / chỉ):agent(v / vợ_chồng:agent-of(a / anh)):accompanier(n / người:mod(k / khác):quant(x / 4):source(g / group:prep(t / trong):consist-of(c3 / công_nhân:quant(x2 / 20):name(n2 / name:op2(wz5 / Sài_Giòn)))),False,"(b1 / bám trụ
:compound(l / lại)
:agent(wz1 / and
:op1(v / vợ chồng
:mod(a / anh))
:op2(n / người
:mod(k / khác)
:agent-of(wz2 / include-91
:theme(n1 / nhóm)
:mod(c3 / công nhân
:mod(n2 / người
:quant 20)))
:quant 4))
:location(wz4 / city
:wiki(s / Sài Gòn)
:name(wz5 / name
:op2(wz6 / Gòn)
:op1(wz7 / Sài)))
:mod(wz8 / still))",0.0
tây nguyên và Nam bộ : có khả năng thiếu nước trên diện rộng .,(c /có:theme(k /khả_năng:theme-of(t1 /thiếu:theme(n1 /nước):quant(đ /diện_rộng:mod(wz2 /above)))):location(a /and:op1(p /province:name(wz4 /name:op1(x /xuân):op2(n /nguyên))):op2(p1 /province:name(wz6 /name:op1(N1 /Nam):op2(b /bộ))))),"    (c / có
    :theme
        (k / khả_năng
        :theme-of
            (t1 / thiếu
            :theme
            (n1 / nước
            )
            :quant
                (đ / diện_rộng
                :mod
                (wz2 / above
                )
            )
        )
    )
    :location
        (a / and
        :op1
            (p / province
            :name
                (wz4 / name
                :op1
                (x / xuân
                )
                :op2
                (n / nguyên
                )
            )
        )
        :op2
            (p1 / province
            :name
                (wz6 / name
                :op1
                (N1 / Nam
                )
                :op2
                (b / bộ
                )
            )
        )
    )
)",True,"(c / có
:theme(k / khả năng
:mod(t1 / thiếu
:theme(n1 / nước)
:manner(d / diện
:mod(r / rộng))))
:location(wz1 / and
:op1(wz2 / country-region
:wiki(t / tây nguyên)
:name(wz3 / name
:op1(wz4 / Tây)
:op2(wz5 / Nguyên)))
:op2(wz6 / country-region
:wiki(n / Nam bộ)
:name(wz7 / name
:op2(wz8 / Bộ)
:op1(wz9 / Nam)))))",0.0
viết tiếp về vụ anh Trương Xuân Đại .,(v /viết:compound(t /tiếp):topic(v1 /vụ:agent-of(h /have-rel-role-91:ARG2(a /anh:name(n3 /name:op1(wz4 /Trương):op2(x /Xuân):op3(đ /Đại))))),(v / viết:compound(t / tiếp):topic(v1 / vụ:agent-of(h / have-rel-role-91:ARG2(a / anh:name(n3 / name:op1(wz4 / Trương):op2(x / Xuân):op3(đ / Đại))))),False,"(v / viết
:manner(t / tiếp)
:topic(v2 / vụ
:poss(wz1 / person
:name(wz2 / name
:op1(a / anh)
:op2(wz3 / Trương)
:op3(wz4 / Xuân)
:op4(wz5 / Đại))
:wiki -)))",0.0
"và cũng chính vì nỗi đau này , anh đã quyết định đi kiện báo Pháp Luật tp .hcm để đòi lại danh dự cho mình .",(a1 /and:op2(q /quyết_định:reason(n /nỗi_đau:domain(n1 /nổi)):agent(a /anh):tense(đ /đã):compound(đ1 /đi:compound(k /kiện_báo:source(wz3 /website:name(wz4 /name:op1(p /pháp_luật):op2(t /tp):op3(h /hcm))):theme(d /danh_dự:poss(anh)))),(a1 / and:op2(q / quyết_định:reason(n / nỗi_đau:domain(n1 / nổi)):agent(a / anh):tense(đ / đã):compound(đ1 / đi:compound(k / kiện_báo:source(wz3 / website:name(wz4 / name:op1(p / pháp_luật):op2(t / tp):op3(h / hcm))):theme(d / danh_dự:poss(a / anh)))),False,"(wz1 / and
:op2(q / quyết định
:cause(n / nỗi
:compound(đ / đau)
:mod(n1 / này))
:agent(a / anh)
:tense(đ1 / đã)
:topic(k / kiện
:patient(b / báo
:mod(wz2 / organization
:wiki(p / Pháp Luật)
:name(wz3 / name
:op3(t / tp .hcm)
:op2(wz4 / Luật)
:op1(wz5 / Pháp))))
:purpose(đ4 / đòi
:patient(d / danh dự)
:beneficiary-arg1 a
:agent a)
:agent a)
:mod(wz9 / also)))",0.0
hơn nữa giá cả phải được ủy ban tỉnh cho phép .,(o /obligate-01:topic(c2 /cho_phép:domain(g /giá_cả):modality(đ /được):agent(u /um_ban_tỉnh))),"    (o / obligate-01
    :topic
        (c2 / cho_phép
        :domain
        (g / giá_cả
        )
        :modality
        (đ / được
        )
        :agent
        (u / um_ban_tỉnh
        )
    )
)",True,"(wz1 / obligate-01
:mod(h / hơn nữa)
:topic(c / cho
:patient(g / giá cả)
:agent(ủ / ủy ban
:mod(t / tỉnh))
:compound(p1 / phép)
:modality +))",0.0
có thể coi đây là hợp đồng vô hiệu .,(p /possible-01:theme(c2 /coi:domain(đ /đây):theme(h /hợp_đồng:mod(v /vô_hiệu)))),"    (p / possible-01
    :theme
        (c2 / coi
        :domain
        (đ / đây
        )
        :theme
            (h / hợp_đồng
            :mod
            (v / vô_hiệu
            )
        )
    )
)",True,"(wz1 / possible-01
:topic(c1 / coi
:topic(h / hợp đồng
:domain(đ / đây)
:mod(v / vô hiệu))))",0.0
chúng tôi xem đây như một vụ đấu tranh chống tiêu cực trong bộ máy nhà nước của chúng tôi .,(x /xét:agent(c /chúng_tôi):compound(đ /đây):theme(v1 /vụ:mod(đ1 /đấu_tranh:purpose(c2 /chống:theme(t1 /tiêu_cực)):location(b /bộ_máy:prep(t2 /trong):classifier(n3 /nhà_nước):poss(chúng))_:quant(1):time(wz4 /after))),(x / xét:agent(c / chúng_tôi):compound(đ / đây):theme(v1 / vụ:mod(đ1 / đấu_tranh:purpose(c2 / chống:theme(t1 / tiêu_cực)):location(b / bộ_máy:prep(t2 / trong):classifier(n3 / nhà_nước):poss(c / chúng))_:quant(x / 1):time(wz4 / after))),False,"(x / xem
:agent(c / chúng tôi)
:topic(v / vụ
:domain(đ / đây)
:compound(đ1 / đấu tranh)
:mod(c1 / chống
:patient(t / tiêu cực)
:setting(b / bộ máy
:mod(n1 / nhà nước)
:poss(c3 / chúng tôi)))
:quant 1))",0.0
"thế rồi hết vụ chống tiêu cực đến việc anh Đại đeo đuổi vụ kiện , của cải trong nhà lần lượt đội nón ra đi .",(a /and:op1(t /thế_rồi):op2(h /hết:theme(v /vụ:mod(c /chống_tiêu_cực)):goal(v1 /việc:agent-of(đ /đeo_đuổi:agent(a1 /anh:mod(n /name:op1(Đ1 /Đại))):theme(v2 /vụ_kiện)))):op3(đ2 /đội_nón:theme(c2 /của_cải:location(n1 /nhà:prep(t1 /trong))):manner(r1 /ra:compound(đ3 /đi)):time(wz4 /after))),"    (a / and
    :op1
    (t / thế_rồi
    )
    :op2
        (h / hết
        :theme
            (v / vụ
            :mod
            (c / chống_tiêu_cực
            )
        )
        :goal
            (v1 / việc
            :agent-of
                (đ / đeo_đuổi
                :agent
                    (a1 / anh
                    :mod
                        (n / name
                        :op1
                        (Đ1 / Đại
                        )
                    )
                )
                :theme
                (v2 / vụ_kiện
                )
            )
        )
    )
    :op3
        (đ2 / đội_nón
        :theme
            (c2 / của_cải
            :location
                (n1 / nhà
                :prep
                (t1 / trong
                )
            )
        )
        :manner
            (r1 / ra
            :compound
            (đ3 / đi
            )
        )
        :time
        (wz4 / after
        )
    )
)",True,"(wz1 / and
:op2(đ3 / đội nón ra đi
:patient(c1 / của cải
:location(n / nhà))
:manner(l / lần lượt)
:cause(wz2 / and
:op1(v / vụ
:mod(c / chống
:patient(t1 / tiêu cực)))
:op2(v1 / việc
:mod(đ2 / đeo đuổi
:patient(v2 / vụ
:compound(k / kiện))
:time(wz3 / after
:op1(wz4 / v))
:agent(wz5 / person
:name(wz6 / name
:op1(a / anh)
:op2(đ1 / Đại))
:wiki -))))))",0.0
"thưa ông , sổ đỏ đã được giao cho người dân .",(g /giao:agent(ô /ông):modality(t /thưa):theme(s /sổ_đỏ):tense(đ /đã):beneficiary(c1 /chỗ:poss(n1 /người_dân))),"    (g / giao
    :agent
    (ô / ông
    )
    :modality
    (t / thưa
    )
    :theme
    (s / sổ_đỏ
    )
    :tense
    (đ / đã
    )
    :beneficiary
        (c1 / chỗ
        :poss
        (n1 / người_dân
        )
    )
)",True,"(g / giao
:patient(s / sổ đỏ)
:tense(đ / đã)
:beneficiary-arg1(n / người
:compound(d / dân))
:modality +
:polite+(wz2 / sir))",0.0
công nhân Trương Xuân Đại kiện báo Pháp Luật tp hcm .,(k /kiện_báo:agent(c /công_nhân:name(n2 /name:op1(p /person:name(n3 /name:op1(wz4 /Trương):op2(X):op3(Đ):quant(1)):location(l /law-office:prep(t /trong):acronym(tp /tp_hcm)))):goal(wz5 /Pháp_Luật)),(k / kiện_báo:agent(c / công_nhân:name(n2 / name:op1(p / person:name(n3 / name:op1(wz4 / Trương):op2(x / X):op3(đ / Đ):quant(x2 / 1)):location(l / law-office:prep(t / trong):acronym(tp / tp_hcm)))):goal(wz5 / Pháp_Luật)),False,"(k / kiện
:agent(c / công nhân
:mod(wz1 / person
:name(wz2 / name
:op3(wz3 / Đại)
:op2(wz4 / Xuân)
:op1(wz5 / Trương))
:wiki -))
:patient(b / báo
:mod(wz7 / organization
:name(wz8 / name
:op3(t1 / tp
:compound(h / hcm))
:op2(wz9 / Luật)
:op1(wz10 / Pháp))
:wiki -)))",0.0
tôi mong mỏi sự công bằng được thực hiện và trả lại cho họ .,(m /mong_mộp:pivot(t /tôi):topic(s /sự:compound(c /công_bằng)):theme-of(t1 /thực_hiện:modality(đ /được)):theme-of(t2 /trả_lại:beneficiary(h /họ)))),(m / mong_mộp:pivot(t / tôi):topic(s / sự:compound(c / công_bằng)):theme-of(t1 / thực_hiện:modality(đ / được)):theme-of(t2 / trả_lại:beneficiary(h / họ)))),False,"(m / mong mỏi
:pivot(t / tôi)
:topic(wz1 / and
:op1(t1 / thực hiện
:patient(s / sự
:compound(c / công bằng))
:modality +)
:op2(t2 / trả
:manner(l / lại)
:beneficiary-arg1(h / họ))))",0.0
tôi rất vui khi thấy việc tố cáo tiêu cực của các anh được làm sáng tỏ và được pháp luật bảo vệ .,(v /vui:pivot(t /tôi):degree(r /rất):time(t1 /thấy:topic(w2 /and:op1(l /làm_sáng_tỏ_việc:mod(tố_cáo:theme(t11 /tiêu_cực:agent(c1 /các_anh))_:agent(tôi)):modality(đ /được)):op2(b /bảo_vệ:modality(đ1 /được):agent(p1 /pháp_luật):theme(việc))_:pivot(tôi)))_:agent(tôi))),(v / vui:pivot(t / tôi):degree(r / rất):time(t1 / thấy:topic(w2 / and:op1(l / làm_sáng_tỏ_việc:mod(tố_cáo:theme(t11 / tiêu_cực:agent(c1 / các_anh))_:agent(t / tôi)):modality(đ / được)):op2(b / bảo_vệ:modality(đ1 / được):agent(p1 / pháp_luật):theme(v / việc))_:pivot(t / tôi)))_:agent(t / tôi))),False,"(v / vui
:domain(t / tôi)
:cause(t1 / thấy
:agent t
:patient(wz2 / and
:op1(l / làm
:patient(v1 / việc
:mod(t2 / tố cáo
:patient(t3 / tiêu cực))
:poss(a / anh))
:manner(s / sáng tỏ)
:modality +)
:op2(b / bảo vệ
:agent(p / pháp luật)
:patient v1
:modality +)))
:degree(wz6 / very))",0.0
"đề nghị anh Đại liên hệ với chúng tôi : công ty xây lắp & vật tư xây dựng , 93 nguyễn công trứ , q.1 , tp hcm .",(đ /đề_nghị:agent(a /anh:mod(wz2 /person:name(n4 /name:op1(Đ1 /Đại)))):topic(l /liên_hệ:goal(c /chúng_tôi):agent(anh):content(w1 /and:op1(c1 /công_ti:domain(x /xây_lắp)):op2(v1 /vật_tư:domain(x1 /xây_dựng))):location(s /street-address-91:street(n5 /nguyễn_công_trứ):side(q /quận:ord(o /ordinal-entity:value(1)):city(t /tp:compound(h /hcm))))),(đ / đề_nghị:agent(a / anh:mod(wz2 / person:name(n4 / name:op1(Đ1 / Đại)))):topic(l / liên_hệ:goal(c / chúng_tôi):agent(a / anh):content(w1 / and:op1(c1 / công_ti:domain(x / xây_lắp)):op2(v1 / vật_tư:domain(x1 / xây_dựng))):location(s / street-address-91:street(n5 / nguyễn_công_trứ):side(q / quận:ord(o / ordinal-entity:value(x / 1)):city(t / tp:compound(h / hcm))))),False,"(đ / đề nghị
:beneficiary-arg0(wz1 / person
:agent-of(l / liên hệ
:accompanier(wz2 / company
:location(wz3 / and
:op3(wz4 / city
:wiki(t / tp hcm)
:name(wz5 / name
:op1(wz6 / tp)
:op2(wz7 / HCM)))
:op2(wz8 / district
:wiki -
:name(wz10 / name
:op1(wz11 / 1)))
:op1(wz12 / street-address
:name(wz13 / name
:op1 93
:op2(n / nguyễn công trứ))
:wiki -))
:name(wz15 / name
:op1(c1 / công ty)
:op2(x / xây lắp)
:op3(& / &)
:op4(v1 / vật tư
:compound(x1 / xây dựng)))
:wiki -))
:name(wz17 / name
:op1(a / anh)
:op2(đ1 / Đại))
:wiki -))",0.0
luật sư bảo vệ quyền lợi báo Pháp Luật đề nghị hòa giải .,(b /bảo_vệ:agent(l /luật_sư):theme(q /quyền_lợi:poss(b1 /báo:mod(Ph /Pháp_Luật))):topic(h /hòa_giải:modality(-)),(b / bảo_vệ:agent(l / luật_sư):theme(q / quyền_lợi:poss(b1 / báo:mod(Ph / Pháp_Luật))):topic(h / hòa_giải:modality(-)),False,"(đ / đề nghị
:agent(l / luật sư
:agent-of(b / bảo vệ
:beneficiary-arg1(q / quyền lợi
:poss(b1 / báo
:mod(wz1 / organization
:wiki(p / Pháp Luật)
:name(wz2 / name
:op1(wz3 / Pháp)
:op2(wz4 / Luật)))))))
:topic(h / hòa giải))",0.0
"theo ông Hải , đây là vấn đề bức xúc của tp. .",(t /theo:agent(ô /ông:mod(px /person:name(n2 /name:op1(h /Hải)))):topic(v /vấn_đề:domain(đ /đây):mod(b /bức_xúc:poss(tp /tp)):quant(1)),(t / theo:agent(ô / ông:mod(px / person:name(n2 / name:op1(h / Hải)))):topic(v / vấn_đề:domain(đ / đây):mod(b / bức_xúc:poss(tp / tp)):quant(x / 1)),False,"(t / theo
:topic(v / vấn đề
:domain(đ / đây)
:mod(b / bức xúc)
:poss(t1 / tp.))
:source(wz1 / person
:name(wz2 / name
:op1(ô / ông)
:op2(h / Hải))
:wiki -))",0.0
"thân mình chịu cực , chịu khổ đã quen không màng đến , nhưng thương nhất là hai đứa con .",(c /contrast-01:ARG2(t1 /thương:degree(n1 /nhất):theme(c3 /con:quant(2)):ARG1(a /and:op1(c1 /chịu:pivot(m /mình:part-of(t /thân_mình)):theme(c2 /cực)):op2(q /quen:theme(c4 /chịu:polarity -:compound(k /khổ)):pivot(mình))))),"    (c / contrast-01
    :ARG2
        (t1 / thương
        :degree
        (n1 / nhất
        )
        :theme
            (c3 / con
            :quant
            (x / 2
            )
        )
        :ARG1
            (a / and
            :op1
                (c1 / chịu
                :pivot
                    (m / mình
                    :part-of
                    (t / thân_mình
                    )
                )
                :theme
                (c2 / cực
                )
            )
            :op2
                (q / quen
                :theme
                    (c4 / chịu
                    :polarity -
                    :compound
                    (k / khổ
                    )
                )
                :pivot
                (m / mình
                )
            )
        )
    )
)",True,"(wz1 / contrast-01
:ARG1(m1 / màng
:manner(đ1 / đến)
:reason(wz2 / and
:op1(c / chịu
:pivot(t / thân
:mod(m / mình))
:manner(c1 / cực))
:op2(c2 / chịu
:manner(k / khổ)
:pivot t)
:result(q / quen
:tense(đ / đã)))
:polarity -)
:ARG2(t1 / thương
:theme(c3 / con
:classifier(đ2 / đứa
:quant 2))
:degree(wz6 / most)))",0.0
"khoán tự ái mang cưa ra về , Hải đuổi theo và hai bên có cãi vã nhau .",(a /and:op1(k /khoán_tự_ái:manner(r /ra_về:theme(c /cưa)):agent(t /ta):manner(á /ám)):op2(d /đuổi_theo:agent(h /hải)):op3(c2 /cãi_vã:time(b /bên:quant(2):compound(n /nhau))),(a / and:op1(k / khoán_tự_ái:manner(r / ra_về:theme(c / cưa)):agent(t / ta):manner(á / ám)):op2(d / đuổi_theo:agent(h / hải)):op3(c2 / cãi_vã:time(b / bên:quant(x / 2):compound(n / nhau))),False,"(wz1 / multi-sentence
:snt1(m / mang
:reason(t / tự ái
:pivot p)
:theme(c / cưa)
:purpose(r / ra
:compound(v / về))
:agent(p / person
:wiki -
:name(wz4 / name
:op1(k / khoán))))
:snt2(đ / đuổi
:path(t1 / theo)
:patient p
:agent(p1 / person
:name(wz6 / name
:op1(h / Hải))
:wiki -))
:snt3(c2 / cãi vã
:agent(b / bên
:quant 2)
:goal(n / nhau)))",0.0
